source,target,weight
friends,maria-de-filippi,341638
beyonce-knowles,george-clooney,341638
alexander-mcqueen,elton-john,341637
dakota-johnson,elle-fanning,341637
grace-kelly,louis-vuitton,341637
cocktail,design,341636
mark-zuckerberg,meme,341634
alanis-morissette,interviews,341634
brad-pitt,jay-z,341634
drew-barrymore,gigi-hadid,341633
gisele-bundchen,met-gala,341632
anna-wintour,heidi-klum,341632
beauty,kate-moss,341630
chiara-ferragni,marriage,341628
carolina-de-monaco,meghan-markle,341627
kate-hudson,kirsten-dunst,341626
gwyneth-paltrow,jessica-biel,341625
cher,kim-kardashian,341625
dua-lipa,ed-sheeran,341625
actresses,amanda-seyfried,341625
hermes,max-mara,341624
elezioni,fake-news,341624
hollywood,kim-kardashian,341624
arts,katy-perry,341623
chris-martin,katy-perry,341623
apple,work,341622
design,diesel,341622
jennifer-lopez,makeup,341622
jeans,julia-roberts,341622
amanda-seyfried,beauty,341621
doutzen-kroes,emily-ratajkowski,341620
anna-kendrick,kim-kardashian,341620
blake-lively,heidi-klum,341619
beyonce-knowles,harry-styles,341618
brad-pitt,liam-hemsworth,341616
barack-obama,malia-obama,341616
demi-lovato,katy-perry,341615
chris-hemsworth,johnny-depp,341612
beyonce-knowles,jennifer-garner,341612
margot-robbie,met-gala,341611
cameron-diaz,jessica-chastain,341610
diane-kruger,lady-gaga,341610
cindy-crawford,kate-moss,341610
alessandra-ambrosio,emily-ratajkowski,341610
doutzen-kroes,jessica-biel,341609
irina-shayk,kristen-stewart,341608
jennifer-lopez,karl-lagerfeld,341608
colin-firth,george-clooney,341607
burberry,kendall-jenner,341607
bella-hadid,madonna,341605
adidas,football,341605
ben-affleck,gwyneth-paltrow,341603
diane-kruger,kim-kardashian,341602
h&m,hermes,341602
david-beckham,meghan-markle,341601
jessica-alba,kristen-stewart,341600
alexander-mcqueen,gwyneth-paltrow,341599
beauty,bella-hadid,341598
barack-obama,david-beckham,341598
adele,grace-kelly,341598
dakota-fanning,jennifer-lawrence,341597
cara-delevingne,dakota-fanning,341596
kate-winslet,katy-perry,341595
bradley-cooper,jessica-biel,341594
charlotte-casiraghi,kate-middleton,341594
brad-pitt,emma-watson,341593
christian-bale,jennifer-lawrence,341591
chiara-ferragni,kanye-west,341590
books,photography,341590
beyonce-knowles,makeup,341589
instagram,lovers-of-stars,341587
coronavirus,instagram,341586
cristiano-ronaldo,instagram,341584
adidas,harry-styles,341584
jennifer-lopez,kanye-west,341584
adele,gigi-hadid,341583
beauty,black-friday,341583
gwyneth-paltrow,lindsay-lohan,341583
johnny-depp,matthew-mcconaughey,341583
hermes,jeans,341583
fendi,met-gala,341582
fake-news,internet,341582
eva-longoria,hayden-panettiere,341581
dakota-johnson,hollywood,341581
hayden-panettiere,kim-kardashian,341580
emma-roberts,gigi-hadid,341580
ben-affleck,lovers-of-stars,341580
danny-boyle,ewan-mcgregor,341578
britney-spears,demi-lovato,341576
demi-lovato,kesha,341576
emily-blunt,emma-stone,341576
h&m,louis-vuitton,341575
actors,met-gala,341574
givenchy,make-up,341571
cara-delevingne,jeans,341570
emma-stone,felicity-jones,341567
elton-john,kanye-west,341567
justin-bieber,kesha,341566
chris-martin,justin-timberlake,341565
anne-hathaway,jessica-alba,341565
design,ecommerce,341565
arts,lady-gaga,341563
diesel,instagram,341563
cate-blanchett,jared-leto,341562
chanel,diet,341561
jennifer-lopez,letizia-ortiz,341561
gwyneth-paltrow,halle-berry,341561
bradley-cooper,chris-martin,341561
drew-barrymore,jennifer-lawrence,341559
katy-perry,margot-robbie,341559
bruno-mars,dua-lipa,341558
alexa-chung,megan-fox,341558
amanda-seyfried,gigi-hadid,341557
brad-pitt,colin-firth,341557
elle-fanning,emma-stone,341557
demi-lovato,julia-roberts,341556
alexander-mcqueen,cara-delevingne,341555
actors,books,341554
chloe,hotels,341553
bella-hadid,margot-robbie,341553
catherine-zeta-jones,michael-douglas,341553
jennifer-lawrence,linda-evangelista,341552
beauty,cannes-film-festival,341551
dakota-fanning,dakota-johnson,341550
blake-lively,jessica-biel,341549
calvin-klein,h&m,341549
charlotte-casiraghi,meghan-markle,341547
irina-shayk,katy-perry,341546
beauty,jennifer-aniston,341546
margot-robbie,marion-cotillard,341544
kate-middleton,melania-trump,341544
irina-shayk,jessica-biel,341541
chiara-ferragni,gisele-bundchen,341541
hollywood,keira-knightley,341541
charlize-theron,lindsay-lohan,341540
blake-lively,kirsten-dunst,341539
anne-hathaway,britney-spears,341538
alexa-chung,alexander-mcqueen,341537
amber-valletta,bella-hadid,341536
kate-hudson,madonna,341536
beauty,festival-di-sanremo,341534
kate-moss,leighton-meester,341533
adele,audrey-hepburn,341532
angelina-jolie,jay-z,341532
cara-delevingne,louis-vuitton,341531
hollywood,jeans,341530
jessica-biel,lara-stone,341529
angelina-jolie,halle-berry,341529
hairstyles,kate-hudson,341529
gwyneth-paltrow,julia-roberts,341528
jennifer-lopez,michael-jackson,341528
dua-lipa,lady-gaga,341526
justin-timberlake,kanye-west,341525
anna-kendrick,emma-watson,341525
blake-lively,hairstyles,341525
chiara-ferragni,jennifer-lopez,341524
bar-refaeli,justin-bieber,341524
kate-bosworth,kirsten-dunst,341523
gisele-bundchen,liv-tyler,341522
pregnancy,women,341522
anne-hathaway,channing-tatum,341522
halle-berry,julia-roberts,341522
jessica-biel,leonardo-dicaprio,341521
david-beckham,johnny-depp,341520
anna-wintour,blake-lively,341519
jessica-biel,katy-perry,341518
diane-kruger,elle-fanning,341516
amanda-seyfried,jennifer-lawrence,341516
gwyneth-paltrow,kanye-west,341515
hairstyles,julia-roberts,341514
alexa-chung,amber-heard,341513
cindy-crawford,gisele-bundchen,341513
justin-bieber,kate-hudson,341512
jennifer-aniston,kate-hudson,341512
audrey-hepburn,lady-gaga,341511
kim-kardashian,meghan-markle,341511
kesha,lady-gaga,341510
jennifer-lopez,kate-winslet,341510
drew-barrymore,meryl-streep,341509
demi-lovato,george-clooney,341509
interviews,meghan-markle,341509
jennifer-lopez,marc-anthony,341509
doutzen-kroes,keira-knightley,341508
elle-fanning,gisele-bundchen,341508
anne-hathaway,katy-perry,341508
kim-kardashian,lara-stone,341507
david-beckham,matthew-mcconaughey,341507
blake-lively,irina-shayk,341506
design,work,341506
films,internet,341505
alexa-chung,kaia-gerber,341504
claudio-santamaria,films,341502
alberta-ferretti,burberry,341502
britney-spears,bruno-mars,341501
claudia-schiffer,kate-moss,341501
calvin-klein,kendall-jenner,341501
eva-longoria,kanye-west,341501
jennifer-aniston,jessica-alba,341500
angelina-jolie,charlize-theron,341500
apple,burberry,341500
angelina-jolie,katie-holmes,341500
fake-news,war,341498
anna-wintour,bella-hadid,341498
jennifer-lopez,julia-roberts,341497
julia-roberts,louis-vuitton,341497
kim-kardashian,letizia-ortiz,341495
elle-fanning,keira-knightley,341494
cara-delevingne,facebook,341493
diane-kruger,gigi-hadid,341493
amy-adams,george-clooney,341493
chiara-ferragni,eva-herzigova,341492
kate-hudson,met-gala,341491
bella-hadid,jennifer-lawrence,341491
coronavirus,women,341491
adam-levine,justin-bieber,341490
eminem,eva-green,341490
katy-perry,lindsay-lohan,341488
george-clooney,kate-winslet,341488
hair,madonna,341488
cate-blanchett,eva-green,341487
auto,books,341487
coronavirus,ecommerce,341486
eva-longoria,jennifer-lopez,341486
chris-hemsworth,jessica-biel,341485
amber-heard,blake-lively,341483
jennifer-lawrence,leighton-meester,341483
coronavirus,films,341482
alexander-mcqueen,beyonce-knowles,341482
cameron-diaz,jessica-alba,341481
africa,beauty,341481
beyonce-knowles,chris-hemsworth,341480
jennifer-aniston,margot-robbie,341480
brad-pitt,gigi-hadid,341480
jay-z,jessica-biel,341479
chiara-ferragni,kristen-stewart,341476
cara-delevingne,gucci,341476
jennifer-lawrence,matthew-mcconaughey,341476
africa,chanel,341475
jennifer-lawrence,justin-bieber,341475
emily-blunt,jennifer-lopez,341475
christian-dior,instagram,341474
africa,facebook,341473
chris-martin,madonna,341473
brad-pitt,facebook,341472
jennifer-lopez,liv-tyler,341472
eva-green,ewan-mcgregor,341472
danny-boyle,eva-green,341472
angelina-jolie,cindy-crawford,341471
hair,marriage,341470
christian-dior,lancome,341470
fedez,sons-of-stars,341468
gisele-bundchen,jessica-biel,341467
kate-hudson,liv-tyler,341467
cher,kendall-jenner,341466
justin-timberlake,kristen-stewart,341466
cate-blanchett,jessica-biel,341466
anna-wintour,charlize-theron,341466
beyonce-knowles,gisele-bundchen,341464
arts,karl-lagerfeld,341464
jessica-chastain,kirsten-dunst,341463
adele,johnny-depp,341463
blake-lively,cannes-film-festival,341463
heidi-klum,jessica-chastain,341462
eva-longoria,julia-roberts,341462
jennifer-garner,jennifer-lopez,341461
jessica-chastain,met-gala,341461
marion-cotillard,met-gala,341460
britney-spears,kesha,341459
heidi-klum,keira-knightley,341457
hollywood,mascara,341456
fendi,gigi-hadid,341455
beyonce-knowles,instagram,341455
diane-kruger,margot-robbie,341453
dior,doutzen-kroes,341453
karl-lagerfeld,margot-robbie,341453
christian-bale,matt-damon,341452
anne-hathaway,linda-evangelista,341452
bella-hadid,kate-middleton,341452
blake-lively,lady-gaga,341452
jennifer-connelly,letizia-ortiz,341451
casper-smart,jennifer-lopez,341451
colin-firth,kate-moss,341449
adidas,kaia-gerber,341449
amy-adams,instagram,341448
bottega-veneta,kendall-jenner,341447
harry-styles,interviews,341447
amy-adams,emily-blunt,341445
cameron-diaz,kirsten-dunst,341444
carey-mulligan,meryl-streep,341444
madonna,met-gala,341444
kanye-west,kate-middleton,341444
dua-lipa,margot-robbie,341443
gucci,irina-shayk,341443
charlize-theron,eva-green,341443
george-clooney,kim-kardashian,341443
cameron-diaz,jennifer-lawrence,341443
diane-kruger,january-jones,341442
candice-swanepoel,jessica-chastain,341441
hair,kate-moss,341441
bottega-veneta,kate-moss,341441
bruno-barbieri,masterchef,341440
emily-blunt,met-gala,341440
dakota-johnson,drew-barrymore,341440
bruno-mars,michael-jackson,341440
films,meryl-streep,341440
candice-swanepoel,kim-kardashian,341440
films,halloween,341439
dakota-johnson,kaia-gerber,341438
chris-brown,justin-bieber,341437
ecommerce,power-supply,341436
angelina-jolie,gisele-bundchen,341436
bella-hadid,elle-fanning,341435
george-clooney,marriage,341434
heidi-klum,kirsten-dunst,341434
hugh-grant,jane-fonda,341434
amy-adams,blake-lively,341433
chiara-ferragni,dakota-fanning,341433
jennifer-aniston,keira-knightley,341432
charlize-theron,lady-gaga,341432
bradley-cooper,cameron-diaz,341431
adele,gucci,341430
hair-colors,jennifer-aniston,341428
audrey-hepburn,linda-evangelista,341427
audrey-tautou,linda-evangelista,341427
amber-heard,kristen-stewart,341427
demi-moore,jennifer-lopez,341427
anne-hathaway,jennifer-aniston,341426
candice-swanepoel,kate-upton,341425
candice-swanepoel,emma-stone,341425
beauty,facebook,341423
children,women,341423
alessandra-ambrosio,jessica-alba,341420
britney-spears,michael-jackson,341420
chloe,max-mara,341419
apple,films,341419
gwyneth-paltrow,hairstyles,341418
anna-wintour,madonna,341417
david-beckham,kendall-jenner,341416
chiara-ferragni,michael-fassbender,341416
ben-affleck,jennifer-lawrence,341415
barack-obama,kanye-west,341415
gucci,jennifer-lawrence,341415
dua-lipa,kaia-gerber,341414
lovers-of-stars,pregnancy,341414
givenchy,hollywood,341413
angelina-jolie,meryl-streep,341413
christian-dior,interviews,341413
actors,brunch,341412
britney-spears,jennifer-aniston,341412
jennifer-lawrence,kerry-washington,341412
jane-fonda,julia-roberts,341412
alexander-mcqueen,jennifer-lawrence,341411
actresses,films,341411
courteney-cox,jennifer-aniston,341410
lady-gaga,leonardo-dicaprio,341410
films,keanu-reeves,341410
amy-adams,matthew-mcconaughey,341409
arts,justin-timberlake,341408
brad-pitt,justin-bieber,341408
anna-kendrick,jennifer-lawrence,341407
charlize-theron,jessica-chastain,341407
chiara-ferragni,kim-kardashian,341404
dakota-fanning,emma-watson,341404
dakota-johnson,madonna,341404
carey-mulligan,drew-barrymore,341404
eva-herzigova,instagram,341403
hairstyles,leonardo-dicaprio,341401
alexander-mcqueen,kaia-gerber,341400
instagram,iphone,341400
eva-mendes,jessica-alba,341400
films,micaela-ramazzotti,341400
dakota-johnson,keira-knightley,341399
interviews,karl-lagerfeld,341399
anna-kendrick,dakota-johnson,341398
amy-adams,chiara-ferragni,341398
diane-kruger,hollywood,341397
dakota-fanning,eva-herzigova,341397
givenchy,katy-perry,341397
instagram,mark-zuckerberg,341396
hairstyles,instagram,341395
cindy-crawford,jennifer-aniston,341394
andrew-garfield,eddie-redmayne,341394
carla-bruni,leighton-meester,341393
emma-watson,julia-roberts,341393
liv-tyler,met-gala,341392
emma-stone,eva-herzigova,341391
films,gabriele-muccino,341391
instagram,michael-fassbender,341391
dakota-fanning,michael-fassbender,341391
alicia-vikander,amy-adams,341391
amy-adams,eva-herzigova,341391
fedez,instagram,341390
linda-evangelista,madonna,341390
audrey-tautou,jennifer-lawrence,341389
hayden-panettiere,lady-gaga,341389
candice-swanepoel,jennifer-lawrence,341389
christina-aguilera,lady-gaga,341388
arts,michael-jackson,341386
gwyneth-paltrow,michael-jackson,341386
elle-fanning,kim-kardashian,341386
eva-longoria,george-clooney,341385
demi-lovato,lady-gaga,341385
eva-longoria,leonardo-dicaprio,341385
george-clooney,matt-damon,341384
angelina-jolie,julia-roberts,341383
kesha,madonna,341383
diet,julia-roberts,341383
johnny-depp,kate-moss,341383
anna-kendrick,kylie-minogue,341382
anne-hathaway,blake-lively,341382
emma-stone,meryl-streep,341382
halle-berry,jennifer-garner,341381
alexa-chung,drew-barrymore,341380
barack-obama,kate-middleton,341380
alexa-chung,florence-welch,341380
kim-kardashian,melania-trump,341379
diet,leonardo-dicaprio,341378
drew-barrymore,emma-watson,341378
emma-watson,kate-winslet,341378
internet,iphone,341377
amanda-seyfried,elle-fanning,341377
dior,kate-upton,341377
carla-bruni,diane-kruger,341376
brad-pitt,harry-styles,341376
lady-gaga,margot-robbie,341375
gigi-hadid,gwyneth-paltrow,341375
cara-delevingne,hairstyles,341375
books,film-in-uscita,341374
emma-watson,mia-wasikowska,341374
football,instagram,341374
anna-kendrick,margot-robbie,341374
drew-barrymore,margot-robbie,341373
diane-kruger,drew-barrymore,341371
cara-delevingne,lily-rose-depp,341371
emma-stone,julianne-moore,341370
carla-bruni,marion-cotillard,341370
ed-westwick,leonardo-dicaprio,341369
bruno-mars,jennifer-lopez,341369
gucci,madonna,341369
cameron-diaz,january-jones,341368
india,katy-perry,341367
amy-adams,dior,341367
ambiente,ecologia,341367
beyonce-knowles,leonardo-dicaprio,341367
emily-ratajkowski,met-gala,341366
anna-wintour,emma-stone,341365
films,kim-rossi-stuart,341365
amber-valletta,doutzen-kroes,341362
gabriele-muccino,movie-to-see,341362
david-beckham,ed-westwick,341361
fergie,katy-perry,341359
carey-mulligan,jessica-biel,341359
hayden-panettiere,kylie-minogue,341358
beyonce-knowles,heidi-klum,341358
film-in-uscita,gabriele-muccino,341357
anna-kendrick,diane-kruger,341356
dakota-johnson,jessica-alba,341356
kim-kardashian,makeup,341356
emma-stone,hairstyles,341354
anna-kendrick,gwyneth-paltrow,341354
kristen-stewart,lea-seydoux,341353
chris-martin,jennifer-lawrence,341353
audrey-hepburn,mia-wasikowska,341353
bella-hadid,gwyneth-paltrow,341353
jennifer-aniston,julianne-moore,341352
madonna,margot-robbie,341352
film-in-uscita,micaela-ramazzotti,341351
julia-roberts,matt-damon,341351
instagram,kaia-gerber,341351
johnny-depp,sons-of-stars,341350
demi-lovato,emma-stone,341348
britney-spears,chris-martin,341347
cara-delevingne,gwen-stefani,341347
alberto-de-monaco,charlotte-casiraghi,341346
madonna,mia-wasikowska,341345
kate-hudson,mia-wasikowska,341345
heidi-klum,lara-stone,341344
bella-hadid,demi-lovato,341344
books,marriage,341344
drew-barrymore,keira-knightley,341344
drama,movies,341343
halle-berry,kim-kardashian,341343
chris-hemsworth,michael-fassbender,341343
britney-spears,johnny-depp,341342
lara-stone,marriage,341342
demi-lovato,leonardo-dicaprio,341342
justin-timberlake,kirsten-dunst,341342
anna-kendrick,keira-knightley,341341
children,work,341340
candice-swanepoel,kate-hudson,341339
joe-biden,kamala-harris,341339
instagram,kate-hudson,341339
kim-rossi-stuart,movie-to-see,341339
elton-john,kate-middleton,341339
alexander-mcqueen,anne-hathaway,341338
bottega-veneta,gigi-hadid,341337
demi-lovato,johnny-depp,341337
amy-adams,christian-bale,341337
emily-blunt,katy-perry,341337
hairstyles,mia-wasikowska,341336
bradley-cooper,demi-lovato,341336
civil-rights,laws,341336
gucci,jennifer-lopez,341336
anne-hathaway,beyonce-knowles,341335
chiara-ferragni,lovers-of-stars,341334
cannes-film-festival,gucci,341334
jeans,kate-moss,341334
gisele-bundchen,kirsten-dunst,341334
kim-rossi-stuart,micaela-ramazzotti,341334
apple,hollywood,341334
christian-dior,leighton-meester,341333
charlize-theron,diane-kruger,341332
alberta-ferretti,givenchy,341332
app,photography,341331
katy-perry,kesha,341330
gwen-stefani,halle-berry,341329
candice-swanepoel,katy-perry,341329
dior,emily-ratajkowski,341329
hayden-panettiere,jada-pinkett,341328
ellen-page,kylie-minogue,341328
anna-kendrick,ellen-page,341328
beyonce-knowles,kristen-stewart,341328
gwyneth-paltrow,justin-bieber,341328
anna-kendrick,jada-pinkett,341328
chris-martin,kim-kardashian,341328
anna-kendrick,jennifer-lopez,341328
ellen-page,eva-longoria,341328
ellen-page,jada-pinkett,341328
jessica-alba,makeup,341328
ellen-page,kim-kardashian,341328
anna-kendrick,hayden-panettiere,341328
anna-kendrick,eva-longoria,341328
ellen-page,lady-gaga,341328
ellen-page,hayden-panettiere,341328
alexa-chung,carey-mulligan,341328
cannes-film-festival,film-in-uscita,341327
diet,interviews,341327
doutzen-kroes,met-gala,341327
emma-watson,lily-rose-depp,341327
apple,jeans,341327
ed-westwick,hairstyles,341326
arts,internet,341326
chris-martin,michael-jackson,341326
jay-z,justin-timberlake,341326
louis-vuitton,met-gala,341326
instagram,pregnancy,341326
claudio-santamaria,gabriele-muccino,341325
cannes-film-festival,louis-vuitton,341325
alexa-chung,hollywood,341324
